headline,sentiment
"Focus firmly on innovation: Group CTO, Tata Sons",Positive
SoftBank records $1.4 billion loss from India investments,Negative
Mega sale process of Star Health & Allied Insurance gathers pace,Neutral
When Jhunjhunwala grilled IndiGo top brass after poor Q4 earnings,Negative
Nisaba Godrej elevated as Godrej Consumer's chairman,Neutral
The Interview with L&T's AM Naik and S N Subrahmanyan,Neutral
RBI credit policy: Here's what to expect from Monetary Policy Committee meeting,Positive
"Budget 2023: Key numbers to watch out for in Budget speech, Madhusudan Kela explains",Neutral
Work out strategies to draw global manufacturers to India: FM Nirmala Sitharaman to industry,Neutral
"RBI pegs GDP growth at 6.8% for FY23, projects inflation to fall below 6% by March 2023",Positive
RBI MPC meet: Central Bank raises repo rate by 35 bps to 6.25 %,Neutral
RBI MPC meet: Will the Central Bank go for a moderate rate hike? Here's what to expect,Neutral
I-T act amendment on cards to include online gamers; even win of Rs 1000 to be taxed,Positive
India's Q2 GDP data: July-Sept economic growth rate slows to 6.3% amid rising policy rates,Positive
FM to begin pre-budget meet with stakeholders from Nov 21: sources,Neutral
RBI calls special meet on November 3 to discuss spiralling inflation,Positive
Govt mulls star rating system under GST to curb illegal Input Tax Credit,Negative
"Govt to review new taxes levied on crude, diesel, ATF every fortnight: FM Nirmala Sitharaman",Negative
"New Wage Code: From in-hand salary to work hours, here's how the new labour codes impact you",Neutral
"GST Council makes e-way bill mandatory for intra-state movement of gold, precious stones",Positive
"Retail inflation cools to 7.04% in May, still above RBI's target band for fifth month in a row",Neutral
"RBI MPC: Credit card linked UPI payments to be allowed, starting with RuPay credit cards",Positive
Govt caps sugar exports; what does this mean for the industry,Neutral
"RBI policy: Start of normalisation process is a big positive, says Mythili Bhushnurmath",Positive
"RBI monetary policy: Repo rate remains unchanged at 4%, accommodative stance maintained",Neutral
RBI Monetary Policy: CLSA's Indranil Sengupta expects RBI to hike reverse repo rate by 15 bps,Neutral
"Budget 2022: The context, challenges and expectations",Positive
"India's GDP to grow at 9.2 pc in Fy22, fastest in the world: Govt forecast",Neutral
RBI keeps benchmark lending rate unchanged at 4% amid Omicron threat; retains 'accommodative' stance,Negative
Digital lending: RBI working group recommends separate legislation to prevent illegal activities,Negative
"Four more PSUs BPCL, SCI, BEML, NINL will be privatised by Q4 along with LIC IPO: DIPAM Secy",Neutral
"Moody’s upgrades India rating outlook to stable from negative; GDP can surpass 2019 level, says William Foster",Negative
"ET Now Exclusive: Cabinet clears Auto PLI scheme, telecom relief package as per sources",Positive
RBI to conduct fine-tuning operations to manage unanticipated liquidity flows: Shaktikanta Das,Neutral
FM Nirmala Sitharaman launches Rs 6 lakh crore 'National Monetisation Pipeline' scheme,Neutral
"Govt buries retrospective tax; introduces bill in LS to withdraw demands on Cairn, Vodafone",Neutral
Aviation ministry releases draft of 'Drone Rules 2021': Key takeaways,Neutral
"GST 4th Anniversary: Hits and misses of the 'One Nation, One Tax' regime",Negative
"BharatNet project: Cabinet nod for Rs 19,041 cr viability gap funding for implementation through PPP model",Neutral
Power reforms: Cabinet approves Rs 3.03 lakh cr scheme to strengthen discoms,Positive
EPF support under Aatmanirbhar Bharat Rozgar Yojana extended till March 31,Positive
FM Sitharaman announces Credit Guarantee Scheme to facilitate new lending among smallest borrowers,Positive
"FM rolls out loan guarantee scheme for tourist guides, travel agencies",Positive
"Covid first wave impact on households: Fin savings moderated to 8.2% of GDP in Q3FY21, says RBI",Neutral
RBI annual report highlights: Indian economy not as hard hit as COVID first wave but uncertainties remain,Negative
"Rs 50K cr priority lending for COVID fight, one-time loan restructuring: RBI Guv Das' key announcements",Negative
ATM services should be free: Banking secy,Positive
Order on small savings interest rate cuts withdrawn: FM Nirmala Sitharaman,Positive
GST council may discuss merger of tax slabs in next meeting by mid-March,Neutral
India liberalises restrictions on geospatial data for map-making,Neutral
"FM Sitharaman tables Economic Survey 2020-21 in Lok Sabha, FY22 GDP growth projected at 11%",Positive
Watch: India's ten most memorable Budgets,Neutral
'Indian economy to contract by 7.7% in 2020-21': Govt releases GDP estimates data,Neutral
"RBI introduces Digital Payments Index, says DPI grew 2x in March 2020 vs March 2018",Neutral
Banks' GNPA ratio declines to 7.5% at September-end: RBI report,Neutral
"RBI MPC Minutes: Investment demand in economy is yet to gain traction, says RBI Governor",Positive
"Union Budget 2021: FM Sitharaman lays down the vision; livelihood, healthcare sector to get priority",Positive
Reserve Bank of India  issues draft circular on declaration of dividend by NBFCs,Neutral
Economy has almost reached pre-Covid level in most sectors: Finance Secretary,Neutral
Lack of further stimulus imperils recovery: Jerome Powell,Negative
Cabinet approves MSP hikes for 6 rabi crops,Positive
"RBI monetary policy: MPC keeps repo rate, reverse repo rate unchanged; maintains accommodative stance",Neutral
E-tailers in India begin work to list 'country of origin' labels on products,Neutral
FM Sitharaman to PSUs: Meet 50% of Rs 1.66 lakh crore FY21 capex by Q2,Neutral
Govt discussing with RBI on one-time loan rejig for stressed companies,Negative
"All cooperative banks to be brought under RBI supervision, Govt brings ordinance",Neutral
GST Council meet key takeaways: Late fee reduced on GSTR-3B filings; relief for small taxpayers,Positive
Covid-19 impact: Govt raises market borrowing limit to Rs 12 lakh cr for FY21,Neutral
Rajasthan hikes excise duty on liquor,Neutral
"RBI's Monetary Policy Report forecasts global recession, says India's growth outlook ""drastically altered""",Negative
RBI to infuse Rs 3.74 lakh cr liquidity into financial system,Neutral
RBI cuts repo rate by 0.75% to 4.40% amid Covid-19 outbreak,Negative
Fight against Covid-19: FM Sitharaman announces Rs 1.7 lakh crore 'PM Gareeb Kalyan Scheme',Negative
"Corona crisis: GST Return filing date for March-May extended till June, relief from late fee, penalties",Negative
GST on mobile phones raised to 18%; small businesses get relief on late fee,Positive
India's Q3 FY20 GDP growth inches up at 4.7% vs 4.5% in previous quarter,Positive
Transmission of rate cuts to improve further: RBI Guv Shaktikanta Das,Positive
"GST: Compensation shortfall seen at Rs 30K cr, next Council meet to take up the issue",Neutral
RBI announces major relief measures for real estate,Positive
RBI keeps repo rate unchanged at 5.15% amid accelerating inflation,Neutral
RBI monetary policy: Factors to watch out for,Neutral
Insurance cover on bank deposits raised to Rs 5 lakh effective Tuesday,Positive
Economic Survey 2020: Here's everything you need to know,Neutral
RBI advises Ministry of Finance against PSB recapitalisation in Budget 2020,Neutral
GST collection at Rs 1.03 lakh cr in December,Neutral
Govt may eye Rs 1.5 lakh crore divestment in FY21: Sources,Neutral
Budget 2020: Flat tax-rate without exemptions on FM's table,Neutral
"GST Council fixes 28% uniform tax rate for lottery, extends GSTR 9 & 9C return filing",Positive
Evidence of measures to boost investment reflects in record FDI inflow of $35 billion: CEA,Positive
"More formal jobs have been created in the economy: KV Subramanian, CEA",Positive
Govt focusing on increasing consumption to boost economic growth: CEA,Positive
"FOMC outcome: US Federal Reserve leaves rates unchanged, hints at no cuts in 2020",Negative
"Rising GST rates will aggravate economy further: Arvind Subramanian, former CEA",Negative
GST Council meet: Centre to propose hiking 5% rate slab,Neutral
"RBI money policy: Repo rate unchanged at 5.15%, stance remains accommodative",Neutral
Govt working with RBI to tweak existing laws to help real estate sector: Nirmala Sitharaman,Positive
"RBI cuts repo rate by 25 bps to 5.15%, maintains accommodative stance",Negative
RBI policy review: MPC likely to cut repo rate by 25 basis points,Negative
"FM Nirmala Sitharaman: PSUs, ministry to share capex plans for next 4 quarters",Positive
"Corporate tax rate cut a bold, positive step: RBI Guv",Positive
​Corporate tax cut for domestic and new domestic manufacturing companies: FM Sitharaman announces,Negative
Banks to hold public meets with NBFCs in 400 districts to give credit: Nirmala Sitharaman,Positive
Nirmala's real estate relief: GOI announces support for affordable housing projects,Positive
"Revival signs in industrial production, fixed investment: FM Nirmala Sitharaman",Neutral
IIP growth rises to 4.3% in July; August retail inflation at 3.21%,Positive
I-T dept to promote faceless scrutiny to reduce tax harassment: Nirmala Sitharaman,Negative
CEA Subramanian on govt support for pvt sector business: Need to support but not create cry babies,Positive
CEA Subramanian on tradewars and global slowdown: We must compete to increase our trade share,Positive
CEA Subramanian on proposed Direct Tax Code: Sabr ka phal meetha hota hai,Neutral
CEA Subramanian on PSU banks: Tech disruption needs to be taken on board for efficient performance,Positive
"CEA Subramanian on economy: No reason for pessimism, will see results in 6 to 8 months",Negative
IIP data: Industrial production growth slips to 3-month low of 2% in June,Positive
"FM heard all industry voices on slowdown, assured revival of economy: Uday Kotak",Positive
Government likely to withdraw higher surcharge for FPIs,Neutral
"RBI credit policy: MPC cuts repo rate by 35 bps to 5.40%, maintains accommodative stance",Positive
IBC Amendment Bill to address concerns over delay in insolvency proceedings: Sitharaman,Negative
"Modi Cabinet approves 7 amendments to IBC, resolution time limit raised to 330 days",Positive
IIP data: India's industrial growth slips to 3.1% in May,Positive
"Retail inflation hits eight-month high, rises to 3.18% in June",Neutral
Economic Survey 2019: 7% GDP growth prediction for FY20,Positive
"RBI issues guidelines for data localisation, payment data storage",Neutral
RBI cuts repo rate by 25 bps; stance changed to 'accommodative' from 'neutral',Negative
RBI money policy: 25 bps rate cut on the cards,Negative
India's GDP growth slips below 6%; stands at 5.8% in Q4,Positive
NSSO report raises fresh concerns on India's growth figures,Positive
February IIP growth drops to 20-month low of 0.1%; CPI inflation at 2.86% in March,Positive
RBI Policy: Here's how India Inc reacted to 25 bps rate cut,Negative
RBI appoints 5-member committee to enhance digital payments,Neutral
Raghuram Rajan says capitalism is 'under serious threat' as it has stopped providing for many,Negative
Govt simplifies definition of Startup to provide relief from Angel Tax,Positive
Govt may raise investment limit of angel tax concessions for startups,Neutral
"Big push for affordable housing, zero GST on cards",Neutral
RBI cuts repo rates by 25 bps; Watch  Guv's full speech,Negative
RBI lowers repo by 25 bps in first cut since Aug 2017,Negative
RBI monetary policy review: Here's what to expect,Neutral
RBI monetary policy meeting on Feb 7; MPC may change policy stance to neutral,Neutral
Budget 2019: India Inc gives thumbs up to poor-friendly Budget,Neutral
We fiscally consolidated economy and given a premium to honesty: Piyush Goyal,Positive
Budget 2019: Was it an election budget? FM Piyush Goyal answers,Neutral
"Budget 2019: Agriculture clearly in focus, says Yashwant Sinha",Positive
Poor job situation reason why Govt not releasing jobs data: Yashwant Sinha,Negative
Budget 2019: Will Modi govt be able to meet its fiscal target?,Neutral
Budget 2019: Modi govt may use off-budget financing to meet fiscal deficit targets,Negative
IMF revises down global growth rate to 3.5% for 2019 amid trade tensions,Neutral
"GST, IBC, Biz rankings key measures taken up by Modi govt: IMF's Gita Gopinath",Neutral
Risk of sharper global growth decline has increased: IMF's Christine Lagarde,Positive
Reserve Bank of India relaxes external commercial borrowing norms,Positive
Trade deficit narrows to 10-month low; exports grow marginally in Dec 2018,Negative
"CPI inflation hits 18-month low, eases to 2.19% in December 2018",Positive
"Govt likely to get up to Rs 40,000 crore interim dividend from RBI",Neutral
"Cabinet clears merger of Dena Bank, Vijaya Bank with Bank of Baroda",Positive
RBI forms expert panel to suggest measures for MSMEs,Neutral
"December GST mop-up slips to Rs 94,700 crore",Neutral
"NPA situation improving, Bank GNPAs declined to 10.8% in Sept 2018: RBI report",Positive
"E-commerce norms get tweaked, stakeholders can't sell products on own site",Neutral
"Buying flats can become cheaper after Jan, GST Council plans to reduce rates",Neutral
India to move towards single standard GST rate soon: Arun Jaitley,Neutral
Six items taken out of the 28% GST tax bracket,Neutral
ET NOW Exclusive: GST rate cuts for housing sector in next Council meet?,Negative
Fitch Ratings cuts India growth forecast to 7.2% on higher financing costs,Positive
RBI Policy: MPC keeps repo rate unchanged at 6.50%; cuts SLR by 25 bps,Negative
RBI monetary policy meet today: Here's what to expect,Neutral
Modi govt to change customs duty architecture to boost trade,Positive
"India's Q2 GDP growth slows to 7.1%, still fastest in the world",Positive
Eight core industries growth rise to 4.8% in October,Positive
"RBI's liquidity boost for NBFCs, relaxes asset securitisation norms",Positive
"Modi govt releases GDP back-series data, UPA era growth rates lowered",Positive
RBI meet: Board agrees to ease liquidity for the financial sector,Positive
RBI board meet concludes;  Board to form a committee on certain contentious issues,Neutral
